Count,Name,Sex,Age,Height,Weight,Team,Games,Season,Event,Medal,BMI
9694,"Stephen Edward ""Steve"" Hegg",M,20,178,70,United States,1984 Summer,Summer,"Cycling Men's Individual Pursuit, 4,000 metres",Gold,22
9695,"Stephen Edward ""Steve"" Hegg",M,20,178,70,United States,1984 Summer,Summer,"Cycling Men's Team Pursuit, 4,000 metres",Silver,22
9696,Anne Heggtveit (-Hamilton),F,21,160,51,Canada,1960 Winter,Winter,Alpine Skiing Women's Slalom,Gold,20
9697,Hanne Hegh,F,28,180,75,Norway,1988 Summer,Summer,Handball Women's Handball,Silver,23
9698,Hans-Jrgen Hehn,M,31,178,75,West Germany,1976 Summer,Summer,"Fencing Men's epee, Individual",Silver,24
9699,Hans-Jrgen Hehn,M,31,178,75,West Germany,1976 Summer,Summer,"Fencing Men's epee, Team",Silver,24
9700,Ali Reza Heidari,M,28,186,96,Iran,2004 Summer,Summer,"Wrestling Men's Heavyweight, Freestyle",Bronze,28
9701,Britta Heidemann,F,21,180,70,Germany,2004 Summer,Summer,"Fencing Women's epee, Team",Silver,22
9702,Britta Heidemann,F,25,180,70,Germany,2008 Summer,Summer,"Fencing Women's epee, Individual",Gold,22
9703,Britta Heidemann,F,29,180,70,Germany,2012 Summer,Summer,"Fencing Women's epee, Individual",Silver,22
9704,"Elizabeth Lee ""Beth"" Heiden (-Reid)",F,20,157,48,United States,1980 Winter,Winter,"Speed Skating Women's 3,000 metres",Bronze,19
9705,Eric Arthur Heiden,M,21,185,84,United States,1980 Winter,Winter,Speed Skating Men's 500 metres,Gold,25
9706,Eric Arthur Heiden,M,21,185,84,United States,1980 Winter,Winter,"Speed Skating Men's 1,000 metres",Gold,25
9707,Eric Arthur Heiden,M,21,185,84,United States,1980 Winter,Winter,"Speed Skating Men's 1,500 metres",Gold,25
9708,Eric Arthur Heiden,M,21,185,84,United States,1980 Winter,Winter,"Speed Skating Men's 5,000 metres",Gold,25
9709,Eric Arthur Heiden,M,21,185,84,United States,1980 Winter,Winter,"Speed Skating Men's 10,000 metres",Gold,25
9710,"Jerme Alan ""Jerry"" Heidenreich",M,22,183,73,United States,1972 Summer,Summer,Swimming Men's 100 metres Freestyle,Silver,22
9711,"Jerme Alan ""Jerry"" Heidenreich",M,22,183,73,United States,1972 Summer,Summer,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,22
9712,"Jerme Alan ""Jerry"" Heidenreich",M,22,183,73,United States,1972 Summer,Summer,Swimming Men's 100 metres Butterfly,Bronze,22
9713,"Jerme Alan ""Jerry"" Heidenreich",M,22,183,73,United States,1972 Summer,Summer,Swimming Men's 4 x 100 metres Medley Relay,Gold,22
9714,Betty Heidler,F,28,175,85,Germany,2012 Summer,Summer,Athletics Women's Hammer Throw,Bronze,28
9715,Gert Heidler,M,28,166,63,East Germany,1976 Summer,Summer,Football Men's Football,Gold,23
9716,Tor Heiestad,M,26,178,78,Norway,1988 Summer,Summer,"Shooting Men's Running Target, 50 metres",Gold,25
9717,Vin Selim Heikkil (-Rauvola),M,24,173,68,Finland,1912 Summer,Summer,"Athletics Men's Cross-Country, Team",Silver,23
9718,Erik Heil,M,26,185,80,Germany,2016 Summer,Summer,Sailing Men's Skiff,Bronze,23
9719,Jennifer Heil,F,22,162,57,Canada,2006 Winter,Winter,Freestyle Skiing Women's Moguls,Gold,22
9720,Jennifer Heil,F,26,162,57,Canada,2010 Winter,Winter,Freestyle Skiing Women's Moguls,Silver,22
9721,Hellfried Heilfort,M,25,172,65,East Germany,1980 Summer,Summer,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",Silver,22
9722,Claudia Heill,F,22,176,65,Austria,2004 Summer,Summer,Judo Women's Half-Middleweight,Silver,21
9723,Aimo-Rhys Heilmann,M,21,199,90,Germany,1996 Summer,Summer,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,23
9724,Andrea Heim (-Markus),F,19,175,65,East Germany,1980 Summer,Summer,Volleyball Women's Volleyball,Silver,21
9725,Harald Hein,M,26,167,70,West Germany,1976 Summer,Summer,"Fencing Men's Foil, Team",Gold,25
9726,Harald Hein,M,34,167,70,West Germany,1984 Summer,Summer,"Fencing Men's Foil, Team",Silver,25
9727,Karl Hein,M,28,179,103,Germany,1936 Summer,Summer,Athletics Men's Hammer Throw,Gold,32
9728,"Judith ""Jutta"" Heine",F,19,182,71,Germany,1960 Summer,Summer,Athletics Women's 200 metres,Silver,21
9729,"Judith ""Jutta"" Heine",F,19,182,71,Germany,1960 Summer,Summer,Athletics Women's 4 x 100 metres Relay,Silver,21
9730,Birgit Heinecke (Richter-),F,23,170,66,East Germany,1980 Summer,Summer,Handball Women's Handball,Bronze,23
9731,Roy Heiner,M,35,193,95,Netherlands,1996 Summer,Summer,Sailing Men's One Person Dinghy,Bronze,26
9732,Silvio Heinevetter,M,31,194,99,Germany,2016 Summer,Summer,Handball Men's Handball,Bronze,26
9733,Christina Heinich (-Schiffner),F,23,176,66,East Germany,1972 Summer,Summer,Athletics Women's 4 x 100 metres Relay,Silver,21
9734,Harald Heinke,M,25,178,78,East Germany,1980 Summer,Summer,Judo Men's Half-Middleweight,Bronze,25
9735,Raimo Yrj Heinonen,M,21,174,64,Finland,1956 Summer,Summer,Gymnastics Men's Team All-Around,Bronze,21
9736,Ignace Heinrich,M,22,195,93,France,1948 Summer,Summer,Athletics Men's Decathlon,Silver,24
9737,Hans-Jrgen Heinsch,M,24,183,83,Germany,1964 Summer,Summer,Football Men's Football,Bronze,25
9738,Ivn Gabriel Heinze,M,26,179,78,Argentina,2004 Summer,Summer,Football Men's Football,Gold,24
9739,Milan Hejduk,M,21,183,87,Czech Republic,1998 Winter,Winter,Ice Hockey Men's Ice Hockey,Gold,26
9740,Milan Hejduk,M,29,183,87,Czech Republic,2006 Winter,Winter,Ice Hockey Men's Ice Hockey,Bronze,26
9741,Petr Hejma,M,23,175,71,Czechoslovakia,1968 Winter,Winter,Ice Hockey Men's Ice Hockey,Silver,23
9742,Zuzana Hejnov,F,25,173,63,Czech Republic,2012 Summer,Summer,Athletics Women's 400 metres Hurdles,Bronze,21
9743,Karl-Heinz Helbing,M,19,170,74,West Germany,1976 Summer,Summer,"Wrestling Men's Welterweight, Greco-Roman",Bronze,26
9744,Franz Held,M,24,188,90,West Germany,1972 Summer,Summer,Rowing Men's Coxless Fours,Bronze,25
9745,"Hendrik Jan ""Henk Jan"" Held",M,24,201,93,Netherlands,1992 Summer,Summer,Volleyball Men's Volleyball,Silver,23
9746,"Hendrik Jan ""Henk Jan"" Held",M,28,201,93,Netherlands,1996 Summer,Summer,Volleyball Men's Volleyball,Gold,23
9747,Helen Cristina Santos Luz,F,27,175,61,Brazil,2000 Summer,Summer,Basketball Women's Basketball,Bronze,20
9748,Alan Boone Helffrich,M,23,178,70,United States,1924 Summer,Summer,Athletics Men's 4 x 400 metres Relay,Gold,22
9749,Lars Andreas Helgstrand,M,30,183,67,Don Schufro,2008 Summer,Summer,"Equestrianism Mixed Dressage, Team",Bronze,20
9750,Anne Helin,F,23,170,68,Finland,2010 Winter,Winter,Ice Hockey Women's Ice Hockey,Bronze,24
9751,Tia Hellebaut (Van Haver-),F,30,182,62,Belgium,2008 Summer,Summer,Athletics Women's High Jump,Gold,19
9752,Jaroslav Hellebrand,M,30,180,85,Czechoslovakia,1976 Summer,Summer,Rowing Men's Quadruple Sculls,Bronze,26
9753,"Greta Mettina ""Greet"" Hellemans",F,25,181,69,Netherlands,1984 Summer,Summer,Rowing Women's Double Sculls,Silver,21
9754,"Greta Mettina ""Greet"" Hellemans",F,25,181,69,Netherlands,1984 Summer,Summer,Rowing Women's Coxed Eights,Bronze,21
9755,Nicolette Hellemans (-van Berkel),F,22,169,58,Netherlands,1984 Summer,Summer,Rowing Women's Double Sculls,Silver,20
9756,Nicolette Hellemans (-van Berkel),F,22,169,58,Netherlands,1984 Summer,Summer,Rowing Women's Coxed Eights,Bronze,20
9757,Andr Heller,M,28,199,93,Brazil,2004 Summer,Summer,Volleyball Men's Volleyball,Gold,23
9758,Andr Heller,M,32,199,93,Brazil,2008 Summer,Summer,Volleyball Men's Volleyball,Silver,23
9759,Edvin Erik Hellgren,M,23,164,55,Sweden,1912 Summer,Summer,"Athletics Men's Cross-Country, Team",Gold,20
9760,"Russell Owen ""Russ"" Hellickson",M,28,180,95,United States,1976 Summer,Summer,"Wrestling Men's Heavyweight, Freestyle",Silver,29
9761,Angelika Hellmann (-Keilig),F,18,163,47,East Germany,1972 Summer,Summer,Gymnastics Women's Team All-Around,Silver,18
9762,Angelika Hellmann (-Keilig),F,22,163,47,East Germany,1976 Summer,Summer,Gymnastics Women's Team All-Around,Bronze,18
9763,Martina Helga Hellmann (Opitz-),F,27,178,85,East Germany,1988 Summer,Summer,Athletics Women's Discus Throw,Gold,27
9764,Carl Marcus Joakim Hellner,M,24,183,75,Sweden,2010 Winter,Winter,Cross Country Skiing Men's 30 km Skiathlon,Gold,22
9765,Carl Marcus Joakim Hellner,M,24,183,75,Sweden,2010 Winter,Winter,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,22
9766,Carl Marcus Joakim Hellner,M,28,183,75,Sweden,2014 Winter,Winter,Cross Country Skiing Men's 30 km Skiathlon,Silver,22
9767,Carl Marcus Joakim Hellner,M,28,183,75,Sweden,2014 Winter,Winter,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,22
9768,Voitto Valdemar Hellstn,M,24,160,72,Finland,1956 Summer,Summer,Athletics Men's 400 metres,Bronze,28
9769,Kristian Hellstrm,M,25,180,77,Sweden,1906 Summer,Summer,"Athletics Men's 1,500 metres",Bronze,24
9770,Mathew Glen Helm,M,23,170,62,Australia,2004 Summer,Summer,Diving Men's Platform,Silver,21
9771,Mathew Glen Helm,M,23,170,62,Australia,2004 Summer,Summer,Diving Men's Synchronized Platform,Bronze,21
9772,Rdiger Helm,M,19,188,87,East Germany,1976 Summer,Summer,"Canoeing Men's Kayak Singles, 500 metres",Bronze,25
9773,Rdiger Helm,M,19,188,87,East Germany,1976 Summer,Summer,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,25
9774,Rdiger Helm,M,19,188,87,East Germany,1976 Summer,Summer,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,25
9775,Rdiger Helm,M,23,188,87,East Germany,1980 Summer,Summer,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,25
9776,Rdiger Helm,M,23,188,87,East Germany,1980 Summer,Summer,"Canoeing Men's Kayak Doubles, 500 metres",Bronze,25
9777,Rdiger Helm,M,23,188,87,East Germany,1980 Summer,Summer,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,25
9778,Margitta Helmbold-Gummel,F,27,177,90,East Germany,1968 Summer,Summer,Athletics Women's Shot Put,Gold,29
9779,Margitta Helmbold-Gummel,F,31,177,90,East Germany,1972 Summer,Summer,Athletics Women's Shot Put,Silver,29
9780,Raimo Ilmari Helminen,M,23,183,90,Finland,1988 Winter,Winter,Ice Hockey Men's Ice Hockey,Silver,27
9781,Raimo Ilmari Helminen,M,29,183,90,Finland,1994 Winter,Winter,Ice Hockey Men's Ice Hockey,Bronze,27
9782,Raimo Ilmari Helminen,M,33,183,90,Finland,1998 Winter,Winter,Ice Hockey Men's Ice Hockey,Bronze,27
9783,Kurt Helmudt,M,20,194,100,Denmark,1964 Summer,Summer,Rowing Men's Coxless Fours,Gold,27
9784,"Ingeborg ""Inge"" Helten",F,18,171,58,West Germany,1976 Summer,Summer,Athletics Women's 100 metres,Bronze,20
9785,"Ingeborg ""Inge"" Helten",F,18,171,58,West Germany,1976 Summer,Summer,Athletics Women's 4 x 100 metres Relay,Silver,20
9786,"David Peter ""Dave"" Hemery",M,24,187,72,Great Britain,1968 Summer,Summer,Athletics Men's 400 metres Hurdles,Gold,21
9787,"David Peter ""Dave"" Hemery",M,28,187,72,Great Britain,1972 Summer,Summer,Athletics Men's 400 metres Hurdles,Bronze,21
9788,"David Peter ""Dave"" Hemery",M,28,187,72,Great Britain,1972 Summer,Summer,Athletics Men's 4 x 400 metres Relay,Silver,21
9789,"Matthew E. ""Matt"" Hemingway",M,31,200,84,United States,2004 Summer,Summer,Athletics Men's High Jump,Silver,21
9790,Ralf-Peter Hemmann,M,21,174,71,East Germany,1980 Summer,Summer,Gymnastics Men's Team All-Around,Silver,23
9791,Heini Hemmi,M,27,163,60,Switzerland,1976 Winter,Winter,Alpine Skiing Men's Giant Slalom,Gold,23
9792,Deon Marie Hemmings,F,27,176,63,Jamaica,1996 Summer,Summer,Athletics Women's 400 metres Hurdles,Gold,20
9793,Deon Marie Hemmings,F,31,176,63,Jamaica,2000 Summer,Summer,Athletics Women's 400 metres Hurdles,Silver,20
9794,Deon Marie Hemmings,F,31,176,63,Jamaica,2000 Summer,Summer,Athletics Women's 4 x 400 metres Relay,Silver,20
9795,Claudia Hempel (-Thamke),F,17,172,67,East Germany,1976 Summer,Summer,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,23
9796,Jan Hempel,M,24,168,62,Germany,1996 Summer,Summer,Diving Men's Platform,Silver,22
9797,Jan Hempel,M,29,168,62,Germany,2000 Summer,Summer,Diving Men's Synchronized Platform,Bronze,22
9798,Udo Hempel,M,21,181,75,West Germany,1968 Summer,Summer,"Cycling Men's Team Pursuit, 4,000 metres",Silver,23
9799,Udo Hempel,M,25,181,75,West Germany,1972 Summer,Summer,"Cycling Men's Team Pursuit, 4,000 metres",Gold,23
9800,Ale Hemsk,M,22,183,84,Czech Republic,2006 Winter,Winter,Ice Hockey Men's Ice Hockey,Bronze,25
9801,Nicolas Hnard,M,24,186,80,France,1988 Summer,Summer,Sailing Mixed Multihull,Gold,23
9802,Nicolas Hnard,M,27,186,80,France,1992 Summer,Summer,Sailing Mixed Multihull,Gold,23
9803,John Frederick Hencken,M,18,183,77,United States,1972 Summer,Summer,Swimming Men's 100 metres Breaststroke,Bronze,23
9804,John Frederick Hencken,M,18,183,77,United States,1972 Summer,Summer,Swimming Men's 200 metres Breaststroke,Gold,23
9805,John Frederick Hencken,M,18,183,77,United States,1972 Summer,Summer,Swimming Men's 4 x 100 metres Medley Relay,Gold,23
9806,John Frederick Hencken,M,22,183,77,United States,1976 Summer,Summer,Swimming Men's 100 metres Breaststroke,Gold,23
9807,John Frederick Hencken,M,22,183,77,United States,1976 Summer,Summer,Swimming Men's 200 metres Breaststroke,Silver,23
9808,John Frederick Hencken,M,22,183,77,United States,1976 Summer,Summer,Swimming Men's 4 x 100 metres Medley Relay,Gold,23
9809,Danielle Henderson,F,23,185,88,United States,2000 Summer,Summer,Softball Women's Softball,Gold,26
9810,"Jeffrey ""Jeff"" Henderson",M,27,183,86,United States,2016 Summer,Summer,Athletics Men's Long Jump,Gold,26
9811,Mark Andrew Henderson,M,26,188,79,United States,1996 Summer,Summer,Swimming Men's 4 x 100 metres Medley Relay,Gold,22
9812,Monique Marie Henderson,F,21,170,54,United States,2004 Summer,Summer,Athletics Women's 4 x 400 metres Relay,Gold,19
9813,Monique Marie Henderson,F,25,170,54,United States,2008 Summer,Summer,Athletics Women's 4 x 400 metres Relay,Gold,19
9814,"Thomas Edward ""Tom"" Henderson",M,20,188,86,United States,1972 Summer,Summer,Basketball Men's Basketball,Silver,24
9815,Hendrawan,M,28,170,68,Indonesia,2000 Summer,Summer,Badminton Men's Singles,Silver,24
9816,"Desiree Helne ""Irene"" Hendriks",F,26,168,65,Netherlands,1984 Summer,Summer,Hockey Women's Hockey,Gold,23
9817,Kaj Hendriks,M,28,197,95,Netherlands,2016 Summer,Summer,Rowing Men's Coxed Eights,Bronze,24
9818,Brunhilde Hendrix (-Ramsauer),F,22,168,62,Germany,1960 Summer,Summer,Athletics Women's 4 x 100 metres Relay,Silver,22
9819,"Friedrich Walter ""Fritz"" Hendrix",M,21,170,63,Germany,1932 Summer,Summer,Athletics Men's 4 x 100 metres Relay,Silver,22
9820,"Sonja Henie (-Topping, -Gardiner, -Onstad)",F,15,155,45,Norway,1928 Winter,Winter,Figure Skating Women's Singles,Gold,19
9821,"Sonja Henie (-Topping, -Gardiner, -Onstad)",F,19,155,45,Norway,1932 Winter,Winter,Figure Skating Women's Singles,Gold,19
9822,"Sonja Henie (-Topping, -Gardiner, -Onstad)",F,23,155,45,Norway,1936 Winter,Winter,Figure Skating Women's Singles,Gold,19
9823,"James P. ""Jimmy"" Henigan",M,32,168,54,United States,1924 Summer,Summer,"Athletics Men's Cross-Country, Team",Silver,19
9824,Justine Henin-Hardenne,F,22,167,60,Belgium,2004 Summer,Summer,Tennis Women's Singles,Gold,22
9825,Jana Henke,F,18,170,60,Germany,1992 Summer,Summer,Swimming Women's 800 metres Freestyle,Bronze,21
9826,Andrea Henkel (-Burke),F,24,159,49,Germany,2002 Winter,Winter,Biathlon Women's 15 kilometres,Gold,19
9827,Andrea Henkel (-Burke),F,24,159,49,Germany,2002 Winter,Winter,Biathlon Women's 4 x 7.5 kilometres Relay,Gold,19
9828,Andrea Henkel (-Burke),F,28,159,49,Germany,2006 Winter,Winter,Biathlon Women's 4 x 6 kilometres Relay,Silver,19
9829,Andrea Henkel (-Burke),F,32,159,49,Germany,2010 Winter,Winter,Biathlon Women's 4 x 6 kilometres Relay,Bronze,19
9830,Manuela Henkel,F,27,168,56,Germany,2002 Winter,Winter,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold,20
9831,Rainer Henkel,M,20,198,85,West Germany,1984 Summer,Summer,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,22
9832,Rainer Henkel,M,24,198,85,West Germany,1988 Summer,Summer,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,22
9833,"Timothy Henry ""Tim"" Henman",M,21,185,77,Great Britain,1996 Summer,Summer,Tennis Men's Doubles,Silver,22
9834,Christian Henn,M,24,182,72,West Germany,1988 Summer,Summer,"Cycling Men's Road Race, Individual",Bronze,22
9835,Monique Hennagan,F,24,173,57,United States,2000 Summer,Summer,Athletics Women's 4 x 400 metres Relay,Gold,19
9836,Monique Hennagan,F,28,173,57,United States,2004 Summer,Summer,Athletics Women's 4 x 400 metres Relay,Gold,19
9837,Jan Margo Henne (-Hawkins),F,21,170,64,United States,1968 Summer,Summer,Swimming Women's 100 metres Freestyle,Gold,22
9838,Jan Margo Henne (-Hawkins),F,21,170,64,United States,1968 Summer,Summer,Swimming Women's 200 metres Freestyle,Silver,22
9839,Jan Margo Henne (-Hawkins),F,21,170,64,United States,1968 Summer,Summer,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,22
9840,Jan Margo Henne (-Hawkins),F,21,170,64,United States,1968 Summer,Summer,Swimming Women's 200 metres Individual Medley,Bronze,22
9841,Jan Margo Henne (-Hawkins),F,21,170,64,United States,1968 Summer,Summer,Swimming Women's 4 x 100 metres Medley Relay,Gold,22
9842,"Barbara-Maria ""Barbi"" Henneberger",F,19,168,51,Germany,1960 Winter,Winter,Alpine Skiing Women's Slalom,Bronze,18
9843,Thamar Nanette Henneken,F,21,185,72,Netherlands,2000 Summer,Summer,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,21
9844,Roland Hennig,M,20,187,78,East Germany,1988 Summer,Summer,"Cycling Men's Team Pursuit, 4,000 metres",Silver,22
9845,Gerhard Hennige,M,28,189,81,West Germany,1968 Summer,Summer,Athletics Men's 400 metres Hurdles,Silver,23
9846,Gerhard Hennige,M,28,189,81,West Germany,1968 Summer,Summer,Athletics Men's 4 x 400 metres Relay,Bronze,23
9847,Anne Elizabeth Henning (-Walker),F,16,170,66,United States,1972 Winter,Winter,Speed Skating Women's 500 metres,Gold,23
9848,Anne Elizabeth Henning (-Walker),F,16,170,66,United States,1972 Winter,Winter,"Speed Skating Women's 1,000 metres",Bronze,23
9849,"Cameron John ""Cam"" Henning",M,23,188,84,Canada,1984 Summer,Summer,Swimming Men's 200 metres Backstroke,Bronze,24
9850,Josephine Henning,F,26,175,68,Germany,2016 Summer,Summer,Football Women's Football,Gold,22
9851,Rdiger Henning,M,24,190,96,West Germany,1968 Summer,Summer,Rowing Men's Coxed Eights,Gold,27
9852,Egon Henninger,M,24,174,76,Germany,1964 Summer,Summer,Swimming Men's 4 x 100 metres Medley Relay,Silver,25
9853,Egon Henninger,M,28,174,76,East Germany,1968 Summer,Summer,Swimming Men's 4 x 100 metres Medley Relay,Silver,25
9854,"Markus Antonius ""Mark"" Henrich",M,27,185,72,West Germany,1988 Summer,Summer,Athletics Men's 4 x 400 metres Relay,Bronze,21
9855,Karl Heinz Henrichs,M,22,183,83,Germany,1964 Summer,Summer,"Cycling Men's Team Pursuit, 4,000 metres",Gold,25
9856,Karl Heinz Henrichs,M,26,183,83,West Germany,1968 Summer,Summer,"Cycling Men's Team Pursuit, 4,000 metres",Silver,25
9857,"John Malcolm ""Jon"" Henricks",M,21,182,78,Australia,1956 Summer,Summer,Swimming Men's 100 metres Freestyle,Gold,24
9858,"John Malcolm ""Jon"" Henricks",M,21,182,78,Australia,1956 Summer,Summer,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,24
9859,David Andrs Henrquez Espinoza,M,23,172,75,Chile,2000 Summer,Summer,Football Men's Football,Bronze,25
9860,Thais Henrquez Torres,F,25,185,69,Spain,2008 Summer,Summer,Synchronized Swimming Women's Team,Silver,20
9861,Thais Henrquez Torres,F,29,185,69,Spain,2012 Summer,Summer,Synchronized Swimming Women's Team,Bronze,20
9862,Desiree Latifah N. Henry,F,20,171,64,Great Britain,2016 Summer,Summer,Athletics Women's 4 x 100 metres Relay,Bronze,22
9863,Jean-Michel Henry,M,20,186,82,France,1984 Summer,Summer,"Fencing Men's epee, Team",Silver,24
9864,Jean-Michel Henry,M,24,186,82,France,1988 Summer,Summer,"Fencing Men's epee, Team",Gold,24
9865,Jean-Michel Henry,M,28,186,82,France,1992 Summer,Summer,"Fencing Men's epee, Individual",Bronze,24
9866,Jean-Michel Henry,M,32,186,82,France,1996 Summer,Summer,"Fencing Men's epee, Team",Bronze,24
9867,"James Edward ""Jim"" Henry",M,20,173,68,United States,1968 Summer,Summer,Diving Men's Springboard,Bronze,23
9868,Jodie Clare Henry,F,20,176,63,Australia,2004 Summer,Summer,Swimming Women's 100 metres Freestyle,Gold,20
9869,Jodie Clare Henry,F,20,176,63,Australia,2004 Summer,Summer,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,20
9870,Jodie Clare Henry,F,20,176,63,Australia,2004 Summer,Summer,Swimming Women's 4 x 100 metres Medley Relay,Gold,20
9871,"Ludi ""Lea"" Henry (-Manning)",F,22,162,53,United States,1984 Summer,Summer,Basketball Women's Basketball,Gold,20
9872,Samantha Henry-Robinson,F,23,163,58,Jamaica,2012 Summer,Summer,Athletics Women's 4 x 100 metres Relay,Silver,22
9873,Pascal Hens,M,24,203,100,Germany,2004 Summer,Summer,Handball Men's Handball,Silver,24
9874,"Gillian ""Jill"" Henselwood",F,45,168,56,Canada,2008 Summer,Summer,"Equestrianism Mixed Jumping, Team",Silver,20
9875,"Samuel ""Sammie"" Henson",M,29,163,54,United States,2000 Summer,Summer,"Wrestling Men's Bantamweight, Freestyle",Silver,20
9876,Franziska Constanze Hentschel (-Sanner),F,22,170,70,Germany,1992 Summer,Summer,Hockey Women's Hockey,Silver,24
9877,Jukka Mika Petteri Hentunen,M,31,178,85,Finland,2006 Winter,Winter,Ice Hockey Men's Ice Hockey,Silver,27
9878,Stefan Henze,M,23,177,75,Germany-1,2004 Summer,Summer,"Canoeing Men's Canadian Doubles, Slalom",Silver,24
9879,Heo Sun-Yeong,F,20,180,71,South Korea,1996 Summer,Summer,Handball Women's Handball,Silver,22
9880,Heo Sun-Yeong,F,28,180,71,South Korea,2004 Summer,Summer,Handball Women's Handball,Silver,22
9881,Heo Sun-Yeong,F,32,180,71,South Korea,2008 Summer,Summer,Handball Women's Handball,Bronze,22
